BrightBox,Project ID,Job Code,Address,Utility Company,TU Invoice,City,CAP date approved,Permit Approval Date,Created Date,Install Date,PTO Recorded Date,Project Status
TRUE,PR-3004931549,221R-061KULA,61 Pease Ave Dalton MA USA 01226,WMECO,"$5,662.71",DALTON,3/14/2026,-,4/21/2026,-,-,Pending Install
TRUE,PR-3004810856,221R-036HALE2,36 MOUNT HOLYOKE DR AMHERST MA USA 01002,WMECO,$500.00,AMHERST,2/9/2026,-,4/16/2026,-,-,Pending Install
TRUE,PR-3004544756,221R-005DUGG2,5 Wayne Rd Monson MA USA 01057,National Grid,"$35,824.74",MONSON,11/4/2025,11/24/2025,2/25/2026,-,-,Cancelled
TRUE,PR-3004553526,221R-483LYON,483 Gale Ave Pittsfield MA USA 01201,WMECO,"$5,802.12",Pittsfield,11/8/2025,5/4/2026,5/11/2026,5/14/2026,-,"Installed, Pending TU"
TRUE,PR-3004405565,221R-026PIEG,26 Churchill St Pittsfield MA USA 01201,WMECO,"$3,123.12",PITTSFIELD,11/5/2025,3/16/2026,3/3/2026,4/25/2026,-,"Installed, Pending TU"
TRUE,PR-3004805070,221R-085SHEP,85 Otis Ave Dalton MA USA 01226,WMECO,"$10,694.67",Dalton,1/30/2026,-,5/22/2026,-,-,Cancelled
TRUE,PR-3005119493,221R-103MAYN,103 Center Rd Savoy MA USA 01256,WMECO,$500.00,Savoy,5/5/2026,-,5/20/2026,-,-,Pending Install
TRUE,PR-3004903111,221R-005FLEI,5 Homestead St Palmer MA USA 01069,National Grid,"$8,920.25",PALMER,3/3/2026,5/6/2026,5/20/2026,5/26/2026,-,"Installed, Pending TU"
TRUE,PR-3005053384,221R-131KULA,131 Glennon Ave Dalton MA USA 01226,WMECO,"$2,679.52",Dalton,4/21/2026,-,5/13/2026,-,-,Pending Install
TRUE,PR-3004931568,221R-061KULA2,61 Church St Hinsdale MA USA 01235,WMECO,"$14,873.71",Hinsdale,4/13/2026,-,5/11/2026,-,-,Pending Install
TRUE,PR-3004994850,221R-025COLL3,25 Unkamet Park Dr Pittsfield MA USA 01201,WMECO,"$2,477.58",PITTSFIELD,4/17/2026,-,4/30/2026,-,-,Pending Install
TRUE,PR-3004804970,221R-071FRAN2,71 Otis Ave Dalton MA USA 01226,WMECO,"$13,779.85",DALTON,3/12/2026,-,4/28/2026,-,-,Pending Install
TRUE,PR-3004320787,221R-280KURZ,280 Belknap Rd Framingham MA USA 01701,Eversource,"$14,639.00",FRAMINGHAM,9/4/2025,10/9/2025,1/21/2026,2/5/2026,-,"Installed, Pending TU"
TRUE,PR-3004853707,221R-087DURA,87 Ennis Rd Oxford MA USA 01537,National Grid,"$8,157.66",North Oxford,3/7/2026,-,5/6/2026,-,-,Pending Install
TRUE,PR-3004362602,221R-106RODR2,106 Standish St Worcester MA USA 01604,National Grid,"$5,002.33",WORCESTER,9/13/2025,10/29/2025,1/23/2026,-,-,Pending Install
TRUE,PR-3004518208,223R-009WHIT2,9 Rae Cir Randolph MA USA 02368,National Grid,$0.00,RANDOLPH,10/18/2025,10/28/2025,3/19/2026,-,-,Cancelled
TRUE,PR-3003235116,223R-089ROBE2,89 Pond Ln Randolph MA USA 02368,National Grid,"$2,027.12",Randolph,2/24/2026,3/3/2026,5/1/2026,5/6/2026,-,"Installed, Pending TU"
TRUE,PR-3004213057,222R-313LANG,313 Acton Rd Chelmsford MA USA 01824,National Grid,"$2,027.12",CHELMSFORD,8/6/2025,8/27/2025,1/26/2026,2/9/2026,-,"Installed, Pending TU"
TRUE,PR-3004756146,223R-068LANG2,68 Alphonse Rd Brockton MA USA 02302,National Grid,"$7,773.33",BROCKTON,1/11/2026,4/9/2026,4/28/2026,-,-,Cancelled
TRUE,PR-3004498587,221R-001COOK,1 Morse Rd Sutton MA USA 01590,National Grid,"$9,445.16",SUTTON,11/17/2025,1/6/2026,2/3/2026,2/24/2026,-,"Installed, Pending TU"
TRUE,PR-3004337367,221R-173ALME,173 Cedar St Ludlow MA USA 01056,WMECO,"$11,771.19",Ludlow,9/3/2025,1/21/2026,1/23/2026,-,-,Cancelled
TRUE,PR-3004644346,221R-461SOIN,461 Caswell Rd Fitchburg MA USA 01420,UNITIL,"$6,228.25",Fitchburg,12/5/2025,-,1/13/2026,-,-,Pending Install
TRUE,PR-3003739967,223R-009WARN,9 Mine Brook Rd Rehoboth MA USA 02769,National Grid,"$7,442.16",REHOBOTH,9/8/2025,9/22/2025,11/10/2025,12/13/2025,-,"Installed, Pending TU"
TRUE,PR-3004268075,221R-091EDGE,91 James St Barre MA USA 01005,National Grid,"$8,157.66",BARRE,8/25/2025,9/29/2025,1/15/2026,2/6/2026,-,"Installed, Pending TU"
TRUE,PR-3004910093,221R-720WOOL,720 Williamstown Rd Lanesborough MA USA 01237,WMECO,"$5,322.49",Lanesborough,4/15/2026,-,4/22/2026,-,-,Pending Install
TRUE,PR-3004590197,223R-020SPIL,20 Hoover Rd Hanover MA USA 02339,National Grid,"$8,157.66",HANOVER,11/3/2025,11/13/2025,2/6/2026,-,-,Cancelled
TRUE,PR-3004765882,223R-023URAN,23 Tucker Rd Hanover MA USA 02339,National Grid,"$8,157.66",HANOVER,2/3/2026,3/2/2026,5/26/2026,-,-,Pending Install
TRUE,PR-3004845993,221R-155ZEBR,155 BELMONT ST FITCHBURG MA US 01420,UNITIL,"$18,069.70",FITCHBURG,2/17/2026,-,5/22/2026,-,-,Cancelled
TRUE,PR-3004540025,221R-107MOUS,107 Pine St Amherst MA USA 01002,WMECO,"$3,870.10",AMHERST,10/27/2025,-,4/1/2026,-,-,Cancelled
TRUE,PR-3004990964,221R-075HORN,75 Russell St Sunderland MA USA 01375,WMECO,"$10,747.68",Sunderland,5/15/2026,-,5/26/2026,-,-,Pending Install
TRUE,PR-3004913404,221R-007WALK2,7 MOUNTAIN RD WEST HATFIELD MA USA 01088,WMECO,"$4,899.11",WEST HATFIELD,3/12/2026,-,5/6/2026,-,-,Pending Install
TRUE,PR-3004770783,221R-017MCCR,17 Delmore St Springfield MA USA 01109,WMECO,"$7,986.35",Springfield,1/24/2026,-,5/26/2026,-,-,Pending Install
TRUE,PR-3004870216,223R-081PAJO2,81 Cole Terrace Randolph MA USA 02368,National Grid,"$8,157.66",RANDOLPH,3/2/2026,3/10/2026,4/24/2026,5/11/2026,-,"Installed, Pending TU"
TRUE,PR-3004870726,221R-041KLAS,41 Cady St Ludlow MA USA 01056,WMECO,"$7,477.91",Ludlow,3/2/2026,-,5/4/2026,-,-,Pending Install
TRUE,PR-3004995470,221R-148JRAN,148 Park St Easthampton MA USA 01027,WMECO,"$7,810.08",Easthampton,4/27/2026,-,5/7/2026,-,-,Pending Install
TRUE,PR-3004590943,221R-069BITA,69 Freeman Rd Charlton MA USA 01507,National Grid,"$2,027.12",CHARLTON,2/10/2026,2/25/2026,5/6/2026,-,-,Pending Install
TRUE,PR-3004695722,221R-120DELO,120 Indian Hill Rd Worcester MA USA 01606,National Grid,"$8,168.31",WORCESTER,1/14/2026,1/27/2026,4/20/2026,5/18/2026,-,"Installed, Pending TU"
TRUE,PR-3004869386,221R-019SANG,19 Thomas Rd Pittsfield MA USA 01201,WMECO,"$3,799.20",Pittsfield,3/4/2026,5/4/2026,3/25/2026,-,-,Pending Install
TRUE,PR-3004873785,221R-084PERR,84 Ashuelot St Dalton MA USA 01226,WMECO,"$12,094.97",Dalton,3/4/2026,-,5/22/2026,-,-,Cancelled
TRUE,PR-3004831236,222R-016ALFA,16 Cleveland St Lynn MA USA 01904,National Grid,"$9,515.87",LYNN,2/6/2026,2/17/2026,5/11/2026,-,-,Pending Install
TRUE,PR-3005031555,221R-055CALD,55 Stearns Ave Pittsfield MA USA 01201,WMECO,"$15,200.17",PITTSFIELD,5/2/2026,-,5/22/2026,-,-,Cancelled
TRUE,PR-3004660916,221R-027NICH2,27 Legros St Fitchburg MA USA 01420,UNITIL,"$14,368.15",Fitchburg,11/26/2025,-,1/12/2026,-,-,Cancelled
TRUE,PR-3004718721,221R-868RASP3,1868 Massachusetts Ave Lunenburg MA USA 01462,UNITIL,"$23,244.70",Lunenburg,3/14/2026,-,5/22/2026,-,-,Cancelled
TRUE,PR-3004907514,221R-049LEUN,49 Brewster St Springfield MA USA 01119,WMECO,"$8,868.12",Springfield,3/27/2026,-,5/19/2026,-,-,Pending Install
TRUE,PR-3003603753,223R-18WDAY,18 Winter Ct Weymouth MA USA 02188,National Grid,"$7,483.28",Weymouth,3/28/2025,5/1/2025,7/18/2025,-,-,Cancelled
TRUE,PR-3004619617,222R-142PALM2,142 State St Newburyport MA US 01950,National Grid,"$10,184.78",Newburyport,11/19/2025,1/12/2026,1/30/2026,-,-,Cancelled
TRUE,PR-3003999445,221R-012YOUN,12 Dettling Rd Maynard MA USA 01754,Eversource,"$21,761.00",Maynard,8/16/2025,9/10/2025,12/9/2025,-,-,Cancelled
TRUE,PR-3004339167,222R-072RIZZ2,72 Forest St Saugus MA US 01906,National Grid,"$8,157.66",Saugus,8/25/2025,10/1/2025,8/19/2025,-,-,Cancelled
TRUE,PR-3004787858,221R-035BOLA,35 Norman St Springfield MA USA 01104,WMECO,"$8,652.89",Springfield,1/30/2026,-,4/2/2026,-,-,Pending Install
TRUE,PR-3004935459,221R-009GARC,9 Sunbrier Rd Springfield MA USA 01129,WMECO,$500.00,Springfield,4/18/2026,-,3/5/2026,-,-,Pending Install
TRUE,PR-3004841980,221R-065MUGN,65 FRANKLIN ST LUDLOW MA US 01056,WMECO,"$6,168.77",LUDLOW,2/26/2026,-,2/2/2026,-,-,Cancelled
TRUE,PR-3004919656,221R-267PAGE3,267 BEECH ST FITCHBURG MA US 01420,UNITIL,"$26,726.69",Fitchburg,3/9/2026,-,2/28/2026,-,-,Cancelled
TRUE,PR-3004461135,221R-025JAME,25 Admiral St Easthampton MA US 01027,Eversource,"$2,123.34",Easthampton,9/25/2025,-,9/19/2025,-,-,Cancelled
TRUE,PR-3004646132,222R-195DUCE3,195 LOWELL ST METHUEN MA US 01844,National Grid,"$2,027.12",Methuen,12/5/2025,3/10/2026,4/1/2026,-,-,Cancelled
TRUE,PR-3004905197,221R-031WILS,31 Willow St West Springfield MA USA 01089,WMECO,"$13,483.58",West Springfield,3/3/2026,-,5/22/2026,-,-,Cancelled
TRUE,PR-3003513526,221R-099KLIM,99 Mt Warner Rd Hadley MA USA 01035,Eversource,"$2,202.86",HADLEY,2/10/2025,7/28/2025,4/15/2025,7/31/2025,-,"Installed, Pending TU"
TRUE,PR-3004717701,221R-115BUCK2,115 Vining Hill Rd Southwick MA USA 01077,WMECO,$500.00,Southwick,3/12/2026,-,5/21/2026,-,-,Pending Install
TRUE,PR-3004752376,221R-010MOUA4,10 EVERETT ST #1 F FITCHBURG MA US 01420,UNITIL,"$14,294.19",Fitchburg,1/19/2026,-,2/9/2026,-,-,Cancelled
TRUE,PR-3004322310,221R-006FREN2,6 Stillwater Cir Natick MA USA 01760,Eversource,"$25,230.00",Natick,9/22/2025,9/29/2025,4/24/2026,5/9/2026,-,"Installed, Pending TU"
TRUE,PR-3003751739,223R-553LEMI2,553 Lindsey St Attleboro MA USA 02703,National Grid,"$7,483.28",Attleboro,4/8/2025,4/28/2025,4/28/2025,-,-,Cancelled
,PR-1338921820,241R-138LEA,138 S Grims Mill Rd Boyertown PA USA 19512,Met-Ed,$0.00,BOYERTOWN,3/12/2019,4/29/2019,1/29/2026,7/30/2019,8/30/2019,Complete
,PR-1666625317,241R-458BART,5458 Mill Rd Emmaus PA USA 18049,PPL,$0.00,EMMAUS,1/24/2019,2/14/2019,2/11/2026,7/24/2019,9/25/2019,Complete
,PR-3000360401,224R-045CRES,45 Duggan Cir Springfield MA USA 01119,WMECO,$772.21,Springfield,11/22/2022,2/9/2023,2/23/2023,3/11/2023,5/12/2023,Complete
,PR-3000181541,224R-037MORG,37 General Knox Rd Russell MA USA 01071,WMECO,"$1,564.85",RUSSELL,9/28/2022,2/17/2023,1/31/2023,3/27/2023,5/17/2023,Complete
,PR-3000549208,223R-138MOBL,138 Oak St Brockton MA USA 02301,National Grid,"$2,966.86",Brockton,1/24/2023,4/20/2023,3/28/2023,5/11/2023,6/12/2023,Complete
,PR-1268165106,222R-077GONZ,77 Oregon Ave Lawrence MA USA 01841,National Grid,"$3,847.49",Lawrence,5/3/2022,2/2/2023,2/27/2023,3/1/2023,6/13/2023,Complete
,PR-3000255290,223R-036ALKS,36 Norman Rd Brockton MA USA 02302,National Grid,"$2,966.86",Brockton,10/31/2022,2/9/2023,3/15/2023,3/15/2023,6/14/2023,Complete
,PR-3000659710,224R-249TAO,249 Black Mountain Rd Brattleboro VT USA 05301,Green Mountain Power,"$1,423.82",Brattleboro,3/20/2023,3/23/2023,5/1/2023,5/31/2023,7/25/2023,Complete
,PR-3000310880,221R-023CHA1,1023 S Main St Bellingham MA USA 02019,National Grid,"$2,966.86",Bellingham,11/12/2022,5/16/2023,5/15/2023,5/31/2023,7/27/2023,Complete
,PR-3000893421,281R-063SMIT,63 Bradley St Milton VT USA 05468,Green Mountain Power,$860.81,Milton,6/5/2023,6/7/2023,8/1/2023,7/31/2023,8/14/2023,Complete
,PR-3000534794,224R-009THAI,9 Redin Dr East Longmeadow MA USA 01028,National Grid,"$2,966.86",East Longmeadow,1/19/2023,4/21/2023,4/13/2023,5/22/2023,8/22/2023,Complete
,PR-3000740558,221R-144MOS1,144 Rice St Athol MA USA 01331,National Grid,"$2,966.86",Athol,2/26/2023,3/2/2023,5/2/2023,6/30/2023,8/24/2023,Complete
,PR-3000885378,223R-012NOVA,12 Gonsalves Way Stoughton MA USA 02072,National Grid,$0.00,Stoughton,3/20/2023,4/3/2023,3/11/2023,4/18/2023,8/24/2023,Complete
,PR-3001097965,224R-832ROBI,832 Flintstone Rd Windsor MA USA 01270,WMECO,"$2,598.21",Windsor,5/8/2023,6/9/2023,6/21/2023,6/22/2023,8/30/2023,Complete
,PR-3000861167,224R-009LARS,9 David St Southampton MA USA 01073,WMECO,"$3,441.00",Southampton,3/21/2023,6/22/2023,3/6/2023,7/7/2023,9/5/2023,Complete
,PR-3000237253,221R-046GARC,46 Marjorie Ln Southbridge MA USA 01550,National Grid,"$2,966.86",Southbridge,10/18/2022,3/1/2023,3/6/2023,3/8/2023,9/6/2023,Complete
,PR-3000723101,224R-021LYON,21 Hillmont St Springfield MA USA 01109,WMECO,$274.30,Springfield,3/14/2023,7/31/2023,8/3/2023,8/28/2023,9/18/2023,Complete
,PR-3000535886,224R-961SPOR,961 Blandford Rd Russell MA USA 01071,WMECO,$162.23,RUSSELL,2/24/2023,5/3/2023,5/25/2023,5/24/2023,9/19/2023,Complete
,PR-3000483447,222R-071PAGE,71 Douglas St Haverhill MA USA 01830,National Grid,"$3,325.27",Haverhill,1/10/2023,1/30/2023,1/5/2023,3/2/2023,9/21/2023,Complete
,PR-3001182052,224R-144UNDE,144 Old Farm Rd South Londonderry VT USA 05155,Green Mountain Power,$860.81,Londonderry,6/22/2023,8/17/2023,8/22/2023,8/28/2023,10/4/2023,Complete
,PR-3000824017,223R-060CART,60 Colgate Rd Brockton MA USA 02302,National Grid,"$7,102.70",Brockton,3/27/2023,7/18/2023,7/5/2023,7/24/2023,10/6/2023,Complete
,PR-3001474741,281R-271GAR1,1271 Joes Brook Rd Danville VT USA 05828,Green Mountain Power,"$1,679.33",Danville,8/7/2023,8/9/2023,9/25/2023,9/25/2023,10/10/2023,Complete
,PR-3001073011,221R-047ARSE,47 John St Lunenburg MA USA 01462,UNITIL,$0.00,Lunenburg,6/1/2023,6/7/2023,7/14/2023,7/28/2023,10/11/2023,Complete
,PR-3001181315,281R-047HEBE,47 Countryside Dr Barre VT USA 05641,Green Mountain Power,"$1,142.23",Barre,6/8/2023,6/13/2023,7/21/2023,8/18/2023,10/17/2023,Complete
,PR-3000293809,224R-014MCE1,14 Nocher Rd Washington MA USA 01223,WMECO,"$2,481.25",Washington,3/17/2023,6/6/2023,5/1/2023,6/13/2023,10/23/2023,Complete
,PR-3001041814,224R-470LONG,470 N Westfield St Agawam MA USA 01030,WMECO,$342.69,Feeding Hills,5/24/2023,7/18/2023,6/29/2023,8/3/2023,10/25/2023,Complete
,PR-3001298757,224R-118GULL,118 Hoard Rd Shaftsbury VT USA 05257,Green Mountain Power,"$1,231.57",North Bennington,7/24/2023,7/26/2023,9/19/2023,9/21/2023,10/25/2023,Complete
,PR-3001281613,223R-041LAU1,41 Almon Ave Brockton MA USA 02301,National Grid,"$7,102.70",Brockton,6/17/2023,9/1/2023,8/22/2023,9/22/2023,10/27/2023,Complete
,PR-3001201224,224R-050BRUN,50 Redin Dr East Longmeadow MA USA 01028,National Grid,"$7,102.70",East Longmeadow,5/31/2023,9/25/2023,5/22/2023,10/2/2023,11/16/2023,Complete
,PR-3000961481,224R-013KARA,13 Bonnieview Rd Southwick MA USA 01077,WMECO,$231.96,Southwick,4/23/2023,9/1/2023,8/16/2023,9/5/2023,11/20/2023,Complete
,PR-3001228219,281R-112RICH,112 Lamore Rd Essex VT USA 05452,Green Mountain Power,$860.81,Essex Junction,7/5/2023,7/14/2023,10/12/2023,10/16/2023,11/21/2023,Complete
,PR-3001287980,221R-005RIPL,5 Fordham Dr Milford MA USA 01757,National Grid,$0.00,Milford,7/5/2023,7/17/2023,7/28/2023,7/27/2023,12/5/2023,Complete
,PR-3000762110,221R-198CHAN,198 Madison St Fitchburg MA USA 01420,UNITIL,"$5,043.22",Fitchburg,2/23/2023,3/21/2023,2/15/2023,4/13/2023,12/8/2023,Complete
,PR-3000990675,223R-026LOUI,26 Lewis Dr Randolph MA USA 02368,National Grid,"$7,102.70",Randolph,4/3/2023,8/4/2023,7/10/2023,8/9/2023,12/13/2023,Complete
,PR-3001231736,281R-660CAPO,660 Maxfield Rd Barre VT USA 05641,Washington Electric Co-Op,"$1,187.13",BARRE,8/31/2023,9/5/2023,10/16/2023,10/31/2023,12/14/2023,Complete
,PR-3001033122,221R-026EVER,26 Fiske Avenue North 19 Upton MA USA 01568,National Grid,"$6,975.61",Upton,4/29/2023,5/8/2023,4/12/2023,7/17/2023,1/9/2024,Complete
,PR-3001070037,223R-037TAVA,37 Kenneth Ave Brockton MA USA 02302,National Grid,"$2,102.70",Brockton,7/9/2023,9/27/2023,9/1/2023,9/29/2023,1/27/2024,Complete
,PR-3000981769,281R-062KLEI,62 Fitzsimonds Rd Jericho VT USA 05465,Green Mountain Power,$974.39,Jericho,11/22/2023,11/29/2023,12/15/2023,1/23/2024,2/7/2024,Complete
,PR-3001320981,221R-055APON,55 East St Fitchburg MA USA 01420,UNITIL,"$1,054.04",Fitchburg,6/30/2023,7/21/2023,12/15/2023,1/2/2024,2/19/2024,Complete
,PR-3001705333,223R-024GUER,24 Miller Ave Brockton MA USA 02302,National Grid,$0.00,Brockton,9/26/2023,10/23/2023,12/1/2023,10/25/2023,2/21/2024,Complete
,PR-3001622278,221R-220TEI2,220 Leamy St Gardner MA USA 01440,National Grid,$0.00,Gardner,9/11/2023,9/18/2023,11/1/2023,9/26/2023,2/28/2024,Complete
,PR-3001738214,221R-473FER1,473 Old S St Fitchburg MA USA 01420,UNITIL,"$4,955.03",Fitchburg,9/26/2023,10/27/2023,9/24/2023,11/21/2023,2/28/2024,Complete
,PR-3001401717,223R-006BALT,6 Oakwood Dr Randolph MA USA 02368,National Grid,$838.70,Randolph,8/12/2023,10/25/2023,11/3/2023,11/2/2023,2/29/2024,Complete
,PR-3001843071,224R-091GREE,91 Briggs St Springfield MA USA 01151,WMECO,$376.85,Indian Orchard,11/25/2023,2/7/2024,10/25/2023,2/9/2024,3/4/2024,Complete
,PR-3001710684,221R-016RIV1,16 Arnold Rd Worcester MA USA 01607,National Grid,$0.00,Worcester,9/26/2023,10/3/2023,9/18/2023,10/9/2023,3/6/2024,Complete
,PR-3001193189,223R-034DOLC,34 Westdale Rd Holbrook MA USA 02343,National Grid,"$6,853.22",Holbrook,5/26/2023,6/8/2023,7/13/2023,7/14/2023,3/11/2024,Complete
,PR-3000738435,223R-162BWAB,162 Marjorie Rd Stoughton MA USA 02072,National Grid,$0.00,Stoughton,4/26/2023,5/4/2023,6/21/2023,6/21/2023,3/11/2024,Complete
,PR-3000781758,281R-753TROC,753 Danville Hill Rd Cabot VT USA 05647,Washington Electric Co-Op,"$1,187.13",Cabot,9/11/2023,9/14/2023,2/21/2023,11/30/2023,3/14/2024,Complete
,PR-3001550963,223R-039BLY,39 Linden Park Dr Randolph MA USA 02368,National Grid,"$1,909.12",Randolph,8/17/2023,11/7/2023,8/10/2023,11/11/2023,3/19/2024,Complete
,PR-3001274403,221R-025STAN,27 Santom St Auburn MA USA 01501,National Grid,"$9,000.00",Auburn,7/30/2023,8/4/2023,9/13/2023,9/14/2023,3/27/2024,Complete
,PR-3001846866,224R-007RYA3,7 Moore St Erving MA USA 01344,WMECO,"$2,162.29",Erving,11/8/2023,1/31/2024,1/9/2024,2/5/2024,3/27/2024,Complete
,PR-3000667021,224R-097PALE,97 Huron St Springfield MA USA 01104,WMECO,$820.05,Springfield,2/14/2023,5/12/2023,4/7/2023,5/27/2023,4/1/2024,Complete
,PR-3001865576,221R-075MIT1,75 Almount Rd Fitchburg MA USA 01420,UNITIL,"$1,054.54",Fitchburg,11/13/2023,11/21/2023,11/7/2023,12/9/2023,4/3/2024,Complete
,PR-3002043278,281R-175ZING,175 Donahue Rd Orange VT USA 05641,Green Mountain Power,"$1,307.37",Orange,1/26/2024,1/30/2024,1/9/2024,2/28/2024,4/11/2024,Complete
,PR-3001738544,221R-013DAND,13 Egan Ave Worcester MA USA 01604,National Grid,$0.00,Worcester,10/9/2023,10/18/2023,9/24/2023,10/19/2023,4/12/2024,Complete
,PR-3000486449,223R-020OQUE,20 Hillcrest Ave Brockton MA USA 02301,National Grid,"$4,460.18",Brockton,1/24/2023,4/21/2023,5/9/2023,6/10/2023,4/17/2024,Complete
,PR-3001712969,224R-185YOHA,185 Yokun Rd Richmond MA USA 01254,WMECO,"$3,435.00",Richmond,10/1/2023,11/8/2023,10/19/2023,11/13/2023,4/17/2024,Complete
,PR-3001573312,221R-009TAMG,9 Crown St Leominster MA USA 01453,National Grid,"$7,102.70",Leominster,8/24/2023,10/23/2023,8/15/2023,10/27/2023,4/18/2024,Complete
,PR-3000220103,221R-097RAMO,97 Lakeview Ave Bellingham MA USA 02019,National Grid,"$4,161.52",Bellingham,10/24/2022,5/12/2023,5/9/2023,5/24/2023,4/24/2024,Complete
,PR-3001936822,281R-039DOWN,39 Strawberry Ln Milton VT USA 05468,Green Mountain Power,"$1,072.72",Milton,12/24/2023,1/4/2024,11/27/2023,2/15/2024,4/26/2024,Complete
,PR-3001622575,221R-156RUS1,156 Belmont St Fitchburg MA USA 01420,UNITIL,$0.00,Fitchburg,9/1/2023,9/18/2023,8/26/2023,10/2/2023,4/26/2024,Complete
,PR-3001710811,224R-299CAMP,299 Shays St Amherst MA USA 01002,WMECO,"$1,901.95",Amherst,10/12/2023,3/12/2024,9/18/2023,4/9/2024,4/29/2024,Complete
,PR-3001763821,221R-021AUBI,21 Miles St Westminster MA USA 01473,National Grid,"$6,881.19",Westminster,10/23/2023,11/6/2023,1/10/2024,12/28/2023,4/30/2024,Complete
,PR-3002069808,281R-021UPSA,21 Kellogg Rd Swanton VT USA 05488,Green Mountain Power,"$1,178.35",Swanton,2/1/2024,2/7/2024,1/21/2024,3/20/2024,5/3/2024,Complete
,PR-3001804635,223R-098VAZ,98 Peterson Ave Brockton MA USA 02302,National Grid,"$7,102.70",Brockton,10/27/2023,11/29/2023,1/18/2024,1/26/2024,5/6/2024,Complete
,PR-3001609885,224R-066BENI,66 Northway Dr Springfield MA USA 01119,WMECO,"$3,453.78",Springfield,8/31/2023,1/8/2024,8/23/2023,1/16/2024,5/7/2024,Complete
,PR-3001736704,221R-021IACO,21 Serenity Dr Uxbridge MA USA 01569,National Grid,$0.00,Uxbridge,10/4/2023,10/19/2023,9/26/2023,10/23/2023,5/17/2024,Complete
,PR-3001864000,221R-154MCK1,154 West St Lunenburg MA USA 01462,UNITIL,"$1,054.04",Lunenburg,11/13/2023,12/1/2023,1/4/2024,4/9/2024,5/20/2024,Complete
,PR-3001390794,221R-005BUR1,5 Charlton Rd Dudley MA USA 01571,National Grid,$0.00,Dudley,9/5/2023,9/11/2023,12/15/2023,9/13/2023,5/22/2024,Complete
,PR-3001873370,224R-095CROM,95 Keddy St Springfield MA USA 01109,WMECO,"$3,190.87",Springfield,11/9/2023,2/7/2024,12/13/2023,2/9/2024,5/23/2024,Complete
,PR-3001484311,224R-444JOHN,444 Boynton Rd #3 Londonderry VT USA 05148,Green Mountain Power,$860.00,Londonderry,11/1/2023,11/3/2023,5/8/2024,5/6/2024,5/23/2024,Complete
,PR-3001756407,224R-089BUSL,89 Weatherbee Hill Rd Weathersfield VT USA 05156,Green Mountain Power,$805.43,Weathersfield,11/20/2023,11/22/2023,1/5/2024,4/25/2024,5/24/2024,Complete
,PR-3002070198,281R-915BACH,915 Joes Brook Rd Danville VT USA 05828,Green Mountain Power,$805.43,Danville,2/15/2024,3/4/2024,4/30/2024,5/7/2024,5/24/2024,Complete
,PR-3001563202,223R-267OLIV,267 Moorland St Fall River MA USA 02724,National Grid,$0.00,Fall River,8/16/2023,9/7/2023,8/12/2023,9/13/2023,5/30/2024,Complete
,PR-3001749346,222R-172ROBB,172 Forest St Medford MA USA 02155,National Grid,"$2,000.00",Medford,10/10/2023,10/31/2023,12/14/2023,11/8/2023,5/31/2024,Complete
,PR-3001463566,222R-070JONE,70 Boston St #1 Methuen MA USA 01844,National Grid,"$6,881.19",Methuen,7/29/2023,10/12/2023,11/21/2023,11/21/2023,6/3/2024,Complete
,PR-3001459316,223R-013GAG1,13 Tomlinson Rd Attleboro MA USA 02703,National Grid,"$7,102.70",Attleboro,8/15/2023,10/18/2023,10/10/2023,12/7/2023,6/5/2024,Complete
,PR-3000858507,224R-131THIB,131 Mallowhill Rd Springfield MA USA 01129,WMECO,"$6,565.87",Springfield,4/6/2023,8/18/2023,4/24/2023,8/28/2023,6/5/2024,Complete
,PR-3001452112,231R-041DOME,41 Maxwell Dr Milford CT USA 06461,United Illuminating,$910.38,Milford,7/25/2023,2/15/2024,12/17/2023,4/1/2024,6/5/2024,Complete
,PR-3001907488,281R-429BREE,429 Richmond Rd Brandon VT USA 05733,Green Mountain Power,"$1,153.33",Brandon,1/26/2024,1/30/2024,4/24/2024,5/18/2024,6/12/2024,Complete
,PR-3002257394,281R-450HAR1,1450 Cambridge Rd Cambridge VT USA 05444,Green Mountain Power,"$1,813.66",Cambridge,4/4/2024,4/11/2024,5/28/2024,5/20/2024,6/12/2024,Complete
,PR-3001523555,223R-011GAY,11 Waleco Rd Brockton MA USA 02302,National Grid,"$3,000.00",Brockton,8/18/2023,12/12/2023,11/16/2023,12/13/2023,6/14/2024,Complete
,PR-3001961017,222R-012AZZ2,12 Colonial Terrace Lawrence MA USA 01843,National Grid,$0.00,Lawrence,12/21/2023,2/5/2024,12/3/2023,2/6/2024,6/14/2024,Complete
,PR-3001883478,222R-007AGUI,7 Windsor St Methuen MA USA 01844,National Grid,"$7,100.00",Methuen,11/10/2023,11/28/2023,1/23/2024,2/1/2024,6/14/2024,Complete
,PR-3000992427,221R-064SHAN,64 Pine St Clinton MA USA 01510,National Grid,"$1,972.04",Clinton,5/18/2023,5/25/2023,7/7/2023,7/11/2023,6/18/2024,Complete
,PR-3001778710,221R-004FREE,4 Nathanial Way Upton MA USA 01568,National Grid,$0.00,Upton,10/22/2023,10/26/2023,2/22/2024,12/11/2023,6/18/2024,Complete
